SKU,Title,Image,Manufacturer (Brand),Released Date,Price,Specifications,Descriptions,URL
goodsmile10096,Consort Yu: Yun Ni Que Ling Ver. ,https:////images.goodsmile.info/cgm/images/product/20200918/10096/74637/large/a3500c91756eb97b7e270ac17589df03.jpg,"
                          Myethos
                      ",2021/07,"¥17,200
                       (Before Tax)
                      ", Painted ABS&PVC 1/7th scale complete product with stand included. Approximately 315mm in height.,"
Take in her beautiful appearance.
From the popular Chinese game ""Honor of Kings"" comes a 1/7th scale figure of Consort Yu in her appearance from the ""Yun Ni Que Ling"" skin! All of the details and decorations of her outfit have been brought into figure form in incredible detail. Be sure to add her to your collection!
",https://www.goodsmile.info/en/product/10096/Consort+Yu+Yun+Ni+Que+Ling+Ver.html
goodsmile10197,Aliceliese Lou Nebulis IX: Original Dress Ver. ,https:////images.goodsmile.info/cgm/images/product/20201008/10197/75512/large/e30f1d9ab09a21fcc8c69323cf55b36a.jpg,"
                          KADOKAWA Corporation
                      ",2021/07,"¥19,800
                       (Before Tax)
                      ", Painted 1/7th scale ABS&PVC complete product with stand included. Approximately 250mm in height.,"
A scale figure of the Ice Calamity Witch Aliceliese Lou Nebulis IX!
From the anime series ""Our Last Crusade or the Rise of a New World"" comes a scale figure of Aliceliese Lou Nebulis IX! Aliceliese, the second princess of the Nebulis Sovereignty and feared astral mage known as the Ice Calamity Witch, has been captured in scale figure form in a dress designed originally by the light novel series' author Kei Sazane. 
Aliceliese's flowing hair, impressive curves, the gold pattern and red frills of her dress have all been sculpted and painted in stunning detail! The astral crest that functions as identification has also been included on her back and on the base of the figure. Be sure to add her to your collection and check out all of the details for yourself!
*The hair parts have been removed for the purpose of photographing the back of the figure. The hair parts of the final product will not be removable.

What is KDcolle?
KADOKAWA presents a new figure brand, KDcolle (KADOKAWA Collection), featuring figures with style only possible for KADOKAWA to create. With a charm unique to experienced publishing company KADOKAWA, we bring you a new series of figures sure to make your heart beat with excitement! Expect more from the KDcolle series coming soon! 

",https://www.goodsmile.info/en/product/10197/Aliceliese+Lou+Nebulis+IX+Original+Dress+Ver.html
goodsmile6710,b'Nendoroid Itachi Uchiha ',https:////images.goodsmile.info/cgm/images/product/20170905/6710/47434/large/b5223bc9dcca49bedfce922c07d8127f.jpg,b'\n                          Good Smile Company\n                      ',2021/06,"b'\xc2\xa54,545\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"b'\n""Forgive me, Sasuke... this is the end.""\nFrom the popular anime series ""Naruto Shippuden"" comes a rerelease of the Nendoroid of Itachi Uchiha! He comes with three face plates including his standard calm and composed expression, a smiling expression and a pained expression with an injured eye from using Amaterasu.\nHe also includes Amaterasu effect parts, and his Akatsuki cloak can be removed allowing you to display him in his battle against his younger brother, Sasuke. He even comes with a special hand part to display him touching Sasuke\'s forehead to recreate the famous scene from the series.\nIn addition, a clear sheet featuring Itachi\'s Susano\'o is included to display by his side. Be sure to display him together with the previously released Nendoroid Sasuke Uchiha and other Nendoroid characters from the series!\nSet Contents:\n\nBack and Front Hair Parts\nFace Plates (x3)\nBody\nRight Shoulder Part (x1)\nRight Arm Parts (x2)\nRight Hand Part (x1)\nLeft Shoulder Part (x1)\nLeft Arm Part (x1)\nLeft Hand Part (x1)\nHand Seal Hand Part\nRight Leg Part (x1)\nLeft Leg Part (x1)\nAkatsuki Cloak Part (x1)\nBlack Flame Effect Part (x1)\nSusanoo Translucent Sheet (x1)\n\n\xe2\x96\xa0Nendoroid Naruto Shippuden Series Special Page\nhttp://special.goodsmile.info/naruto/\n\n\n'",https://www.goodsmile.info/en/product/6710/Nendoroid+Itachi+Uchiha.html
goodsmile4816,Nendoroid Rider ,https:////images.goodsmile.info/cgm/images/product/20150105/4816/32008/large/2e0482fffef4469a07e70e6658c7a48a.jpg,"
                          Good Smile Company
                      ",2021/06,"¥4,182
                       (Before Tax)
                      ", Painted ABS & ATBC-PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""I shall kill you with grace...""
From the anime movie trilogy with the final movie coming soon, ""Fate/stay night: Heaven's Feel"", comes a Nendoroid of Rider! She comes with two expressions including both her standard expression as well as a shouting expression ideal for combat scenes.
Nendoroid Rider can be displayed with or without the visor that covers her eyes, and she also comes with her 'Nameless Dagger' which even includes a chain allowing for all sorts of poses from the series! A magic circle to recreate the Noble Phantasm 'Bellerophon' is also included. Enjoy Rider in Nendoroid size for a cuter experience than ever before!
Set Contents:

Back and Front Hair Parts
Face Plates x2
Visor
Body
Right Arm Parts x2
Right Hand Parts x2
Left Arm Parts x4
Left Hand Parts x2
Right Leg Parts x2
Left Leg Part x1
Nameless Daggers x2
Magic Circle x1

",https://www.goodsmile.info/en/product/4816/Nendoroid+Rider.html
goodsmile5691,figma Yuuki ,https:////images.goodsmile.info/cgm/images/product/20160523/5691/39139/large/17d9fd854bdf85ede15321cb8a6eb1eb.jpg,"

                            Max Factory
                          
",2021/06,"¥6,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 125mm in height,"
""The skill is called 'Mother's Rosario'. I'm sure it will keep you safe.""
From the anime series ""Sword Art Online Alicization: War of Underworld"" comes a rerelease of the figma of Yuuki, the ""Absolute Sword""!

Using the smooth yet posable joints of figma, you can act out a variety of different scenes.
A flexible plastic is used for important areas, allowing proportions to be kept without compromising posability.
She comes with three expressions including a smiling expression, a shouting expression and an innocent smiling expression.
Optional parts include Yuuki's one-handed sword, a scroll of the OSS Skill she gave to Asuna as well as articulated wings.
She also comes with holding hand parts which can be used together with the previously released figma Asuna: ALO ver.

An articulated figma stand is included, which allows various poses to be taken.

*Figure and parts are the same as the version released in July 2016, however the rerelease features a new package.
",https://www.goodsmile.info/en/product/5691/figma+Yuuki.html
goodsmile6826,Nendoroid Higekiri ,https:////images.goodsmile.info/cgm/images/product/20171026/6826/48395/large/e8a05b9cc6ab2a874177870a4515b1fe.jpg,"
                          ORANGE ROUGE
                      ",2021/06,"¥4,364
                       (Before Tax)
                      ", Painted ABS&PVC non-scale figure with stand included. Approximately 100mm in height.,"
""Right then... time to exterminate some demons.""
From the popular browser and smartphone game ""Touken Ranbu -ONLINE-"" comes a rerelease of the Nendoroid of Higekiri, one of the prized swords of the Minamoto family. He comes with three face plates including a standard expression, a combat expression as well as a cheerful smiling expression.
His sword can be displayed both sheathed or drawn and he comes a string of prayer beads and other parts allowing you to display him in various different situations. Be sure to add him to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body x1
Right Arm Parts x3
Right Hand Parts x3
Left Arm Parts x3
Left Hand Parts x2
Right Leg Part x2
Left Leg Parts x1
Sword (Sheathed) x1
Sword (Unsheathed) x1
Sword (Mid-Draw) x1
Special Base

",https://www.goodsmile.info/en/product/6826/Nendoroid+Higekiri.html
goodsmile6936,Nendoroid Hizamaru ,https:////images.goodsmile.info/cgm/images/product/20171213/6936/49229/large/b3c59a193fcc2d0f0a520967dd992112.jpg,"
                          ORANGE ROUGE
                      ",2021/06,"¥4,364
                       (Before Tax)
                      ", Painted ABS&PVC non-scale figure with stand included. Approximately 100mm in height.,"
""Higekiri?! Where is he...?""
From the popular browser and smartphone game ""Touken Ranbu -ONLINE-"" comes a rerelease of the Nendoroid of Hizamaru, one of the prized swords of the Minamoto family just like his brother Higekiri.
He comes with three face plates including a standard expression, a combat expression as well as a face trying to hold back his tears, based on the line ""Higekiri forgot my name again. No, I'm not crying! I'm not!!"". His sword can be displayed both sheathed or drawn allowing you to display him in various different situations. Be sure to add him to your collection!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body x1
Right Arm Parts x3
Right Hand Parts x4
Left Arm Parts x3
Left Hand Parts x2
Right Leg Part x1
Left Leg Parts x2
Sword (Sheathed) x1
Sword (Unsheathed) x1
Sword (Mid-Draw) x1
Special Base

",https://www.goodsmile.info/en/product/6936/Nendoroid+Hizamaru.html
goodsmile7036,Nendoroid Iroha Tamaki ,https:////images.goodsmile.info/cgm/images/product/20180205/7036/50023/large/2d6aa3fb1bb8ac767e48007d54da3cd7.jpg,"
                          Good Smile Company
                      ",2021/06,"¥5,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""Hold on, Ui. Your big sister will find you.""
From Puella Magi Madoka Magica Side Story: Magia Record comes a rerelease of Nendoroid Iroha Tamaki, the character in search of her younger sister Ui, who disappeared in Kamihama city.
She comes with three different face plates including her standard expression, a confident combat expression as well as a worried expression. Optional parts include her crossbow together with special effect parts to display her firing it, as well as a Little Kyubey figure. Recreate all sorts of situations in Nendoroid size!
Nendoroid Yachiyo Nanami is also being released!
Set Contents:

Back and Front Hair Parts
Face Plates (x3)
Body
Right Shoulder Part (x1)
Right Arm Parts (x2)
Right Hand Parts (x2)
Left Shoulder Part (x1)
Left Arm Parts (x2)
Left Hand Part (x1)
Lower Half Part (x1)
Right Leg Parts (x2)
Left Leg Part (x1)
Little Kyubey
Crossbow
Effect Part (x1)

",https://www.goodsmile.info/en/product/7036/Nendoroid+Iroha+Tamaki.html
goodsmile8071,b'Nendoroid USA ',https:////images.goodsmile.info/cgm/images/product/20190213/8071/58106/large/e1a26c4530432837a2fcc76960c10b8f.jpg,b'\n                          ORANGE ROUGE\n                      ',2021/06,"b'\xc2\xa54,091\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approx. 100mm in height.,"b'\n""Sorry to keep you waiting! Your hero has arrived!""\nFrom ""Hetalia World\xe2\x98\x85Stars"" comes a rerelease of the Nendoroid of the energetic and powerful hero, USA! He comes with three face plates including his standard expression, an eating expression and a playful vacant expression as though feigning ignorance!\nA super-sized hamburger and cola are also included along with his alien friend! A special round base with a columbine flower design is also included! Be sure to add him to your collection!\nSet Contents:\n\nBack and Front Hair Parts\nFace Plates (x3)\nBody\nRight Shoulder Parts (x2)\nRight Arm Parts (x2)\nRight Hand Parts (x3)\nLeft Shoulder Parts (x2)\nLeft Arm Parts (x2)\nLeft Hand Parts (x3)\nRight Leg Part (x1)\nLeft Leg Part (x1)\nGlasses\nHamburger\nStar\nAlien\nSpecial Round Base\n\n'",https://www.goodsmile.info/en/product/8071/Nendoroid+USA.html
goodsmile10287,Nendoroid Yachiyo Nanami ,https:////images.goodsmile.info/cgm/images/product/20201022/10287/76265/large/a448e932b77d1d0e19ab4fd8d7f64063.jpg,"
                          Good Smile Company
                      ",2021/06,"¥6,273
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""A magical girl's fate is to fight...""
From the anime series ""Puella Magi Madoka Magica Side Story: Magia Record"" comes a Nendoroid of the veteran Magical Girl Yachiyo Nanami! She comes with three face plates including a standard expression, a smiling expression and a determined expression. Optional parts include five of her spears to create battle scenes from the series. Be sure to add her to your collection, along with the rerelease of Nendoroid Iroha Tamaki!
Set Contents:

Back and Front Hair Parts
Face Plates (x3)
Body
Right Shoulder Parts (x2)
Right Arm Parts (x2)
Right Hand Parts (x3)
Left Shoulder Parts (x1)
Left Arm Parts (x2)
Left Hand Parts (x2)
Lower Half Parts (x1)
Right Leg Part (x1)
Left Leg Parts (x2)
Spears (x5)

",https://www.goodsmile.info/en/product/10287/Nendoroid+Yachiyo+Nanami.html
goodsmile9983,figma Naofumi Iwatani ,https:////images.goodsmile.info/cgm/images/product/20200828/9983/73710/large/55c3dd7159d20aa3d665f4a986c3bb77.jpg,"

                            Max Factory
                          
",2021/06,"¥8,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 155mm in height.,"
""I will protect my party through it all. You will never take anything from me again.""
From the anime series ""The Rising of the Shield Hero"" comes a figma of Naofumi Iwatani!

The smooth yet posable figma joints allow you to pose dynamic action scenes from the series.
A flexible plastic is used in specific areas, allowing proportions to be kept without compromising posability.
The cloak of his Barbarian Armor +1 has been recreated with real cloth, making it easy to move around for different poses.
He comes with a displeased face, a scheming face and a shouting face.
Optional parts include the Small Shield, Chimera Viper Shield and Wrath Shield, so you can display him with different special shield forms.
An articulated figma stand is included, which allows various poses to be taken.

",https://www.goodsmile.info/en/product/9983/figma+Naofumi+Iwatani.html
goodsmile9685,Ram: Bunny Ver. 2nd ,https:////images.goodsmile.info/cgm/images/product/20200624/9685/71254/large/363f9df19321a85f709f586a636ab1a8.jpg,"
                          FREEing
                      ",2021/06,"¥25,000
                       (Before Tax)
                      ", Painted 1/4th scale complete PVC product with stand included. Approximately 440mm in height.,"
A brand new bunny style Ram!
From the anime series ""Re:ZERO -Starting Life in Another World-"" comes a 1/4th scale bunny girl figure of the older of the twin maids at the Roswaal mansion, Ram! This time, she's dressed not in a maid outfit, but in a bunny outfit! The figure features real net tights and glossy paintwork for a luxurious, high-quality appearance.
Be sure to add her to your collection along with Rem: Bunny Ver. 2nd, also available for preorder at the same time!
",https://www.goodsmile.info/en/product/9685/Ram+Bunny+Ver+2nd.html
goodsmile10284,Nendoroid Saber/Okita Souji ,https:////images.goodsmile.info/cgm/images/product/20201022/10284/76242/large/b9ab47f8c078b2db6edc18c3189cdafd.jpg,"
                          Good Smile Company
                      ",2021/06,"¥4,364
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""There is no good or bad on the battlefield, only death!""
From the popular smartphone game ""Fate/Grand Order"" comes a Nendoroid of the saber class servant Okita Souji! This special Ascension version includes all the parts that are included with the standard version together with bonus parts for even more display options! 
In addition to her cheerful standard expression face plate, a serious combat expression face plate is included. Saber's sword ""Kashuu Kiyomitsu"" is included and can be displayed either sheathed or drawn. Be sure to add her to your collection!
Also available: Nendoroid Saber/Okita Souji: Ascension Ver.
Set Contents:

Back and Front Hair Parts
Face Plates (x2)
Body
Right Arm Parts (x3)
Right Hand Parts (x3)
Left Arm Parts (x3)
Left Hand Parts (x2)
Right Leg Parts (x2)
Left Leg Parts (x2)
Kashuu Kiyomitsu (Drawn, Scabbard + Hilt)

",https://www.goodsmile.info/en/product/10284/Nendoroid+Saber+Okita+Souji.html
goodsmile5926,figma Kashima ,https:////images.goodsmile.info/cgm/images/product/20160906/5926/41189/large/4df0a47d2c3f66241f220ba82f360b24.jpg,"

                            Max Factory
                          
",2021/06,"¥9,000
                       (Before Tax)
                      ", Painted ABS/PVC non-scale articulated figure with stand included. Approximately 140mm in height.,"
""Greetings Admiral. Training Cruiser Kashima on duty. Ufufu.""
From the popular browser game 'Kantai Collection -KanColle-' comes a rerelease of the figma of the training cruiser, Kashima!

Using the smooth yet posable joints of figma, you can act out a variety of different scenes.
She comes with three face plates including a gentle smile, a flirtatious smile and the blushing expression from her half-damaged pose.
The unique shoulder bag, hand-held bag as well as her binoculars are all included as optional parts.
The ship parts on her back can easily be attached and removed for different poses.
An articulated figma stand is included, which allows various poses to be taken.

",https://www.goodsmile.info/en/product/5926/figma+Kashima.html
goodsmile10144,b'Nendoroid Deidara ',https:////images.goodsmile.info/cgm/images/product/20200928/10144/75042/large/dc3d11e29cbbe2c29d9bc72331af2f43.jpg,b'\n                          Good Smile Company\n                      ',2021/06,"b'\xc2\xa55,273\n                       (Before Tax)\n                      '", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"b'\n""Art is an explosion!""\nFrom the popular anime series ""Naruto Shippuden"" comes a Nendoroid of Deidara, member of the Akatsuki! He comes with a standard expression, a combat expression and an expression with his tongue sticking out. \nOptional parts include his clay bird and an explosion effect part, allowing you to recreate scenes of him using his techniques and riding on his clay bird! Be sure to add him to your collection and display with Nendoroid Sasori and other Nendoroids from ""Naruto Shippuden""!\nSet Contents:\n\nBack and Front Hair Parts\nFace Plates x3\nBody\nRight Arm Parts x3\nRight Hand Parts x2\nLeft Arm Parts x3\nLeft Hand Part x1\nHand Seal Hand\nRight Leg Parts x2\nLeft Leg Parts x2\nExplosion Effect Part x\xef\xbc\x91\nClay Bird Part x\xef\xbc\x91\n\n\xe2\x96\xa0Nendoroid Naruto Shippuden Series Special Page\nhttp://special.goodsmile.info/naruto/\n\n\n'",https://www.goodsmile.info/en/product/10144/Nendoroid+Deidara.html
goodsmile10218,Nendoroid Doll Wolf: Ash ,https:////images.goodsmile.info/cgm/images/product/20201013/10218/75682/large/bdc3b26a8b6ad5324ffab143d39b6f05.jpg,"
                          Good Smile Company
                      ",2021/06,"¥6,000
                       (Before Tax)
                      "," Painted ABS&PVC non-scale figure with stand included. Other Materials: Cotton, Polyester, Magnets, Copper. Approximately 140mm in height.","
A new original character, ""Wolf: Ash"", joins the Nendoroid Doll series!
The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits!
The next original character to join the Nendoroid Doll series is Wolf: Ash, a kind, free-spirited boy. His wolf ears and coat are both removable. The head part of the Nendoroid can easily be switched with previously released Nendoroids allowing you to dress-up your favorite characters in an all new outfit!
Set Contents:

Figure
Wolf Ears
Wolf Paws
Fur Coat
Shirt with Vest Attached
Bottoms
Socks
Short Boots (with Magnets in Soles)
Interchangeable Hand Parts (Closed Hands / Pointing Hands)
Magnetic Base
Articulated Stand

*Please note that some Nendoroids may not be compatible depending on their individual specifications.
Also available: Nendoroid Doll: Outfit Set (Wolf), Nendoroid Doll Little Red Riding Hood: Rose, Nendoroid Doll: Outfit Set (Little Red Riding Hood)
",https://www.goodsmile.info/en/product/10218/Nendoroid+Doll+Wolf+Ash.html
goodsmile9834,Jibril: Bare Leg Bunny Ver. Great War Edition ,https:////images.goodsmile.info/cgm/images/product/20200728/9834/72506/large/7074a245e8b44cc5b87dc6eb45ce0055.jpg,"
                          FREEing
                      ",2021/06,"¥26,000
                       (Before Tax)
                      ", Painted 1/4th scale PVC complete product. Approximately 300mm in height.,"
A bunny figure of Jibril as she was during the Great War!
From the popular anime movie ""No Game No Life -Zero-"" comes a new bare leg bunny figure of Jibril! In addition to the new bare leg appearance, the figure features Jibril's as she was during the Great War! 
The figure is an impressive 1/4th scale size and features a new purple bunny suit and new sinister smiling expression. Be sure to preorder with Shiro: Bare Leg Bunny Ver. (sold separately) and create a figure display that transcends 6,000 years!
",https://www.goodsmile.info/en/product/9834/Jibril+Bare+Leg+Bunny+Ver+Great+War+Edition.html
goodsmile10297,Nendoroid Iron Spider: Endgame Ver. ,https:////images.goodsmile.info/cgm/images/product/20201023/10297/76338/large/c4574a9e5888e9305069819f21a99e8b.jpg,"
                          Good Smile Company
                      ",2021/06,"¥4,545
                       (Before Tax)
                      ", Painted ABS&PVC non-scale fully articulated figure with stand included. Approximately 100mm in height.,"
From ""Avengers: Endgame"" comes a Nendoroid of Iron Spider!
From ""Avengers: Endgame"" comes a Nendoroid of Iron Spider! The Nendoroid is fully articulated, allowing you to recreate all kinds of action-packed poses. The Nendoroid also comes with the pincers seen in the movie, allowing for even more posing options. An exposed face plate featuring his smiling face is also included. Be sure to add him to your collection!
Set Contents: 

Back and Front Hair Parts (Unmasked)
Back and Front Head Parts (Masked)
Face Plate (x1)
Body
Right Arm Part (Articulated) (x1)
Right Hand Parts (x3)
Left Arm Part (Articulated) (x1)
Left Hand Parts (x3)
Right Leg Part (Articulated) (x1)
Left Leg Part (Articulated) (x1)
Interchangeable Eye Parts (x6)
Web Part (x2)

",https://www.goodsmile.info/en/product/10297/Nendoroid+Iron+Spider+Endgame+Ver.html
goodsmile10252,Nendoroid Vanellope ,https:////images.goodsmile.info/cgm/images/product/20201020/10252/76033/large/2ab026319eed899078c26ea779b4344e.jpg,"
                          Good Smile Company
                      ",2021/06,"¥5,364
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
The genius racer Vanellope is now an adorable Nendoroid!
From the popular Disney animated film ""Wreck-It Ralph"" comes a Nendoroid of the genius racer Vanellope! She comes with two face plates including a confident expression and a smiling expression. Optional parts include the cookie medal she gave to Ralph and a trophy. The cookie medal has been printed on both sides for a detailed look faithful to the movie. Be sure to add her to your collection!
Also available: Nendoroid Vanellope DX

Set Contents:

Back Hair Part (x1)
Front Hair Part (x1)
Face Plates (x2)
Body (x1)
Right Arm Parts (x2)
Right Hand Parts (x3)
Left Arm Parts (x2)
Left Hand Parts (x3)
Right Leg Parts (x2)
Left Leg Part (x1)
Medal (x1)
Trophy (x1)

",https://www.goodsmile.info/en/product/10252/Nendoroid+Vanellope.html
goodsmile10216,Nendoroid Doll Little Red Riding Hood: Rose ,https:////images.goodsmile.info/cgm/images/product/20201012/10216/75595/large/ad6b6b564b3d66f0540a056775a1b35c.jpg,"
                          Good Smile Company
                      ",2021/06,"¥6,000
                       (Before Tax)
                      "," Painted ABS&PVC non-scale figure with stand included. Other Materials: Cotton, Polyester, Magnets, Copper. Approximately 140mm in height.","
A new original character, ""Little Red Riding Hood: Rose"", joins the Nendoroid Doll series!
The Nendoroid Doll series of palm-sized action figures feature the same heads as standard Nendoroids, but alternate doll-like bodies that are highly articulated and can easily be dressed-up into different outfits!
The next original character to join the Nendoroid Doll series is Little Red Riding Hood: Rose, a calm, gentle-hearted girl. Her hood and apron are both removable. The head part of the Nendoroid can easily be switched with previously released Nendoroids allowing you to dress-up your favorite characters in an all new outfit!
Set Contents:

Figure
Hood
One Piece Dress
Apron
Tights
Short Boots (with Magnets in Soles)
Interchangeable Hand Parts (Closed Hands / Pointing Hands)
Magnetic Base
Articulated Stand

*Please note that some Nendoroids may not be compatible depending on their individual specifications.
Also available: Nendoroid Doll: Outfit Set (Little Red Riding Hood), Nendoroid Doll Wolf: Ash, Nendoroid Doll: Outfit Set (Wolf)
",https://www.goodsmile.info/en/product/10216/Nendoroid+Doll+Little+Red+Riding+Hood+Rose.html
goodsmile10194,Nendoroid Bayonetta ,https:////images.goodsmile.info/cgm/images/product/20201007/10194/75571/large/f83177c9b4fcd0a15c21d54ea2356cdd.jpg,"
                          Good Smile Company
                      ",2021/06,"¥6,636
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 120mm in height,"
A Climax Action Nendoroid
From the popular game ""Bayonetta"" comes a Nendoroid of Bayonetta! She comes with three face plates—a standard expression, a combat expression and a winking expression. Since the body of the Nendoroid is bent at the waist, you can recreate all kinds of unique poses and movements from the game even in Nendoroid form! Plenty of optional parts are also included so you can enjoy changing up her pose time and time again.
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body x1
Left Arm Parts x2
Right Arm Parts x2
Right Hand Parts x3
Left Hand Parts x2
Right Leg Parts x3
Left Leg Parts x3
Quad-Wielded Handguns
Combat Effect Parts
Bloody Rose Lollipop
Butterfly Wings (Translucent Sheet)

",https://www.goodsmile.info/en/product/10194/Nendoroid+Bayonetta.html
goodsmile10251,Nendoroid Vanellope DX ,https:////images.goodsmile.info/cgm/images/product/20201020/10251/76021/large/dd7901c12f3c63c1664722f3c280f2b3.jpg,"
                          Good Smile Company
                      ",2021/06,"¥8,091
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
A deluxe Nendoroid set featuring Vanellope and her Candy Kart!
From the popular Disney animated film ""Wreck-It Ralph"" comes a Nendoroid of the genius racer Vanellope! She comes with three face plates including a confident expression, a smiling expression and a DX version exclusive surprised expression. Optional parts include the cookie medal she gave to Ralph and a trophy. The DX version also includes her Candy Kart, the steering wheel and her goggles, so you can create the racing scenes from the game in Nendoroid form! Be sure to add her to your collection!
Set Contents:

Back Hair Part (x1)
Front Hair Part (x1)
Face Plates (x3)
Body (x1)
Right Arm Parts (x2)
Right Hand Parts (x3)
Left Arm Parts (x2)
Left Hand Parts (x3)
Right Leg Parts (x2)
Left Leg Part (x1)
Medal (x1)
Trophy (x1)
Candy Kart (x1)
Steering Wheel (x1)
Goggles (x1)

",https://www.goodsmile.info/en/product/10251/Nendoroid+Vanellope+DX.html
goodsmile10217,Nendoroid Doll: Outfit Set (Little Red Riding Hood) ,https:////images.goodsmile.info/cgm/images/product/20201012/10217/75604/large/5f6edf378da70540fe9b50d2cab98f15.jpg,"
                          Good Smile Company
                      ",2021/06,"¥3,636
                       (Before Tax)
                      "," Materials: Cotton, Polyester, PVC, ABS, Magnets","
An outfit set for use with your Nendoroid Dolls!
A Little Red Riding Hood outfit set for use with your Nendoroid Dolls.
Set Contents:

Hood
One Piece Dress
Apron
Tights
Short Boots (with Magnets in Soles)

*Please note that the actual figure and torso are not included with this product.
*All items included with Nendoroid Doll: Outfit Set (Little Red Riding Hood) are also included with Nendoroid Doll Little Red Riding Hood: Rose
Also available: Nendoroid Doll Wolf: Ash and Nendoroid Doll: Outfit Set (Wolf)
",https://www.goodsmile.info/en/product/10217/Nendoroid+Doll+Outfit+Set+Little+Red+Riding+Hood.html
goodsmile10219,Nendoroid Doll: Outfit Set (Wolf) ,https:////images.goodsmile.info/cgm/images/product/20201013/10219/75676/large/6e606bb9362ca735e948836042e6eb6b.jpg,"
                          Good Smile Company
                      ",2021/06,"¥3,636
                       (Before Tax)
                      "," Materials: Cotton, Polyester, PVC, ABS, Magnets","
An outfit set for use with your Nendoroid Dolls!
A wolf outfit set for use with your Nendoroid Dolls!
Set Contents: 

Wolf Ears
Wolf Paws
Fur Coat
Shirt with Vest Attached
Bottoms
Socks
Short Boots (with Magnets in Soles)

*Please note that the actual figure and torso are not included with this product.
*All items included with Nendoroid Doll: Outfit Set (Wolf) are also included with Nendoroid Doll Wolf: Ash
Also available: Nendoroid Doll Little Red Riding Hood: Rose, Nendoroid Doll: Outfit Set (Little Red Riding Hood)
",https://www.goodsmile.info/en/product/10219/Nendoroid+Doll+Outfit+Set+Wolf.html
goodsmile10304,figma Yotsuyu Hirasaka [Yuyaku] ,https:////images.goodsmile.info/cgm/images/product/20201026/10304/76388/large/616107addfc8d10174b26c589d3620c1.jpg,"

                            Max Factory
                          
",2021/06,"¥10,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 140mm in height.,"
""Ahhh, new armor sure is great!""
From the popular smartphone game ""Alice Gear Aegis"" comes a figma of Yotsuyu Hirasaka in her [Brave] armor suit!

The smooth yet posable figma joints allow you to act out a variety of different scenes.
She comes with three face plates including a confident face, an awakened face and a surprised face.
She comes with the Kamuro/T Top Gear, Kamuro/B Bottom Gear and the Wolf Band A accessory.
The equipment can be interchanged with her standard body to switch between casual and combat mode.
Weapons include the Yakumo A rifle, the Totsuka two-handed sword and parts to recreate the SP skill Yomotsuhegui.
An articulated figma stand is included, which allows various poses to be taken.
A present code to use in-game is included.

",https://www.goodsmile.info/en/product/10304/figma+Yotsuyu+Hirasaka+Yuyaku.html
goodsmile10054,Nendoroid Junta Azumaya ,https:////images.goodsmile.info/cgm/images/product/20200914/10054/74753/large/d486c552da453662abd60913f5a6b286.jpg,"
                          FREEing
                      ",2021/06,"¥6,000
                       (Before Tax)
                      ", Painted ABS&PVC non-scale articulated figure with stand included. Approximately 100mm in height.,"
""Have I become your 'Sexiest Man Alive', Takato?""
From the popular BL comic with over 3.5 million copies sold and an anime adaption, ""Dakaretai Otoko 1-i ni Odosarete Imasu."" comes a Nendoroid of the sexiest man alive, Junta Azumaya! He comes with three face plates including an angelic expression, a confident expression and a smiling expression reserved for Takato-san. Optional parts include a frying pan, spatula, Chunnya and angel wings! Be sure to preorder along with Nendoroid Takato Saijo!
Set Contents:

Back and Front Hair Parts
Face Plates x3
Body
Right Arm Parts x4
Right Hand Parts x4
Left Arm Parts x2
Left Hand Parts x4
Right Leg Part x1
Left Leg Part x1
Angel Wing Parts
Apron
Spatula
Frying Pan
Chunnya

",https://www.goodsmile.info/en/product/10054/Nendoroid+Junta+Azumaya.html
